,ensg_id,display_name,atlas_name,function_name,UniprotID
1381,ENSG00000153002,CPB1,Secreted to digestive system,Enzyme,P15086
1382,ENSG00000153012,LGI2,Secreted to blood,No annotated function,Q8N0V4
1383,ENSG00000153029,MR1,Intracellular and membrane,Immunity,c("Q8N490", "Q95460")
1384,ENSG00000153162,BMP6,Secreted to blood,Cytokine,P22004
1385,ENSG00000153246,PLA2R1,Secreted to blood,Receptor,Q13018
1386,ENSG00000153292,ADGRF1,Secreted - unknown location,Receptor,Q5T601
1387,ENSG00000153446,C16orf89,Secreted to blood,No annotated function,Q6UX73
1388,ENSG00000153498,SPACA7,Secreted in male reproductive system,Other,Q96KW9
1389,ENSG00000153563,CD8A,Intracellular and membrane,Immunity,P01732
1390,ENSG00000153707,PTPRD,Intracellular and membrane,Receptor,P23468
1391,ENSG00000153802,TMPRSS11D,Intracellular and membrane,Enzyme,O60235
1392,ENSG00000153902,LGI4,Secreted in brain,No annotated function,Q8N135
1393,ENSG00000153936,HS2ST1,Intracellular and membrane,Enzyme,Q7LGA3
1394,ENSG00000153956,CACNA2D1,Intracellular and membrane,Transport,P54289
1395,ENSG00000153993,SEMA3D,Secreted in other tissues,Developmental protein,O95025
1396,ENSG00000154079,SDHAF4,Intracellular and membrane,Other,Q5VUM1
1397,ENSG00000154080,CHST9,Intracellular and membrane,Enzyme,Q7L1S5
1398,ENSG00000154175,ABI3BP,Secreted in other tissues,No annotated function,Q7Z7G0
1399,ENSG00000154188,ANGPT1,Secreted to blood,Developmental protein,Q15389
1400,ENSG00000154252,GAL3ST2,Intracellular and membrane,Enzyme,Q9H3Q3
1401,ENSG00000154269,ENPP3,Secreted - unknown location,Enzyme,O14638
1402,ENSG00000154342,WNT3A,Secreted to extracellular matrix,Developmental protein,P56704
1403,ENSG00000154485,MMP21,Secreted to extracellular matrix,Enzyme,Q8N119
1404,ENSG00000154589,LY96,Secreted to blood,Immunity,Q9Y6Y9
1405,ENSG00000154639,CXADR,Secreted - unknown location,Receptor,P78310
1406,ENSG00000154734,ADAMTS1,Secreted to extracellular matrix,Enzyme,Q9UHI8
1407,ENSG00000154736,ADAMTS5,Secreted to extracellular matrix,Enzyme,Q9UNA0
1408,ENSG00000154764,WNT7A,Secreted to extracellular matrix,Developmental protein,O00755
1409,ENSG00000154814,OXNAD1,Intracellular and membrane,Enzyme,Q96HP4
1410,ENSG00000154975,CA10,Secreted in brain,No annotated function,Q9NS85
1411,ENSG00000155008,APOOL,Intracellular and membrane,Apolipoprotein,Q6UXV4
1412,ENSG00000155011,DKK2,Secreted in other tissues,Developmental protein,Q9UBU2
1413,ENSG00000155304,HSPA13,Intracellular and membrane,No annotated function,P48723
1414,ENSG00000155629,PIK3AP1,Intracellular and membrane,No annotated function,Q6ZUJ8
1415,ENSG00000155660,PDIA4,Intracellular and membrane,Enzyme,P13667
1416,ENSG00000155719,OTOA,Secreted in other tissues,Other,Q7RTW8
1417,ENSG00000155893,PXYLP1,Intracellular and membrane,Enzyme,Q8TE99
1418,ENSG00000155903,RASA2,Intracellular and membrane,Other,Q15283
1419,ENSG00000156076,WIF1,Secreted to extracellular matrix,Developmental protein,Q9Y5W5
1420,ENSG00000156096,UGT2B4,Intracellular and membrane,Enzyme,P06133
1421,ENSG00000156103,MMP16,Secreted to extracellular matrix,Enzyme,P51512
1422,ENSG00000156140,ADAMTS3,Secreted to extracellular matrix,Enzyme,O15072
1423,ENSG00000156218,ADAMTSL3,Secreted in other tissues,No annotated function,P82987
1424,ENSG00000156219,ART3,Intracellular and membrane,Enzyme,Q13508
1425,ENSG00000156234,CXCL13,Secreted to blood,Chemokine,O43927
1426,ENSG00000156413,FUT6,Secreted to blood,NULL,P51993
1427,ENSG00000156427,FGF18,Secreted in other tissues,Growth factor,O76093
1428,ENSG00000156466,GDF6,Secreted to blood,Cytokine,Q6KF10
1429,ENSG00000156574,NODAL,Secreted to blood,Cytokine,Q96S42
1430,ENSG00000156575,PRG3,Secreted in other tissues,No annotated function,Q9Y2Y8
1431,ENSG00000156928,MALSU1,Intracellular and membrane,Other,Q96EH3
1432,ENSG00000156966,B3GNT7,Intracellular and membrane,Enzyme,Q8NFL0
1433,ENSG00000157005,SST,Secreted to blood,Hormone,P61278
1434,ENSG00000157017,GHRL,Secreted to blood,Hormone,Q9UBU3
1435,ENSG00000157036,EXOG,Intracellular and membrane,Enzyme,Q9Y2C4
1436,ENSG00000157093,LYZL4,Secreted in male reproductive system,Other,Q96KX0
1437,ENSG00000157131,C8A,Secreted to blood,Complement pathway,P07357
1438,ENSG00000157150,TIMP4,Secreted to extracellular matrix,Enzyme inhibitor,Q99727
1439,ENSG00000157168,NRG1,Secreted to blood,Growth factor,Q02297
1440,ENSG00000157193,LRP8,Secreted in other tissues,Receptor,Q14114
1441,ENSG00000157211,CDCP2,Secreted - unknown location,No annotated function,Q5VXM1
1442,ENSG00000157322,CLEC18A,Secreted to blood,No annotated function,A5D8T8
1443,ENSG00000157335,CLEC18C,Secreted to blood,No annotated function,Q8NCF0
1444,ENSG00000157350,ST3GAL2,Intracellular and membrane,Enzyme,Q16842
1445,ENSG00000157368,IL34,Secreted to blood,Interleukin,Q6ZMJ4
1446,ENSG00000157617,C2CD2,Intracellular and membrane,No annotated function,Q9Y426
1447,ENSG00000157766,ACAN,Secreted to extracellular matrix,No annotated function,P16112
1448,ENSG00000157782,CABP1,Intracellular and membrane,Other,Q9NZU7
1449,ENSG00000158008,EXTL1,Intracellular and membrane,Enzyme,Q92935
1450,ENSG00000158055,GRHL3,Intracellular and membrane,Transcription,Q8TE85
1451,ENSG00000158125,XDH,Intracellular and membrane,Enzyme,P47989
1452,ENSG00000158246,TENT5B,Intracellular and membrane,Enzyme,Q96A09
1453,ENSG00000158458,NRG2,Secreted in other tissues,Growth factor,O14511
1454,ENSG00000158470,B4GALT5,Intracellular and membrane,Enzyme,O43286
1455,ENSG00000158488,CD1E,Intracellular and membrane,Immunity,P15812
1456,ENSG00000158516,CPA2,Secreted to digestive system,Enzyme,P48052
1457,ENSG00000158525,CPA5,Secreted in male reproductive system,Enzyme,Q8WXQ8
1458,ENSG00000158604,TMED4,Intracellular and membrane,Transport,Q7Z7H5
1459,ENSG00000158710,TAGLN2,Intracellular and membrane,No annotated function,P37802
1460,ENSG00000158747,NBL1,Secreted in other tissues,No annotated function,P41271
1461,ENSG00000158764,ITLN2,Secreted to digestive system,No annotated function,Q8WWU7
1462,ENSG00000158786,PLA2G2F,Intracellular and membrane,Immunity,Q9BZM2
1463,ENSG00000158813,EDA,Secreted - unknown location,Developmental protein,Q92838
1464,ENSG00000158815,FGF17,Secreted in brain,Growth factor,O60258
1465,ENSG00000158816,VWA5B1,Secreted in male reproductive system,No annotated function,Q5TIE3
1466,ENSG00000158859,ADAMTS4,Secreted to extracellular matrix,Enzyme,O75173
1467,ENSG00000158874,APOA2,Secreted to blood,Apolipoprotein,P02652
1468,ENSG00000158901,WFDC8,Secreted in male reproductive system,Enzyme inhibitor,Q8IUA0
1469,ENSG00000158955,WNT9B,Secreted to extracellular matrix,Developmental protein,O14905
1470,ENSG00000159110,IFNAR2,Secreted to blood,Receptor,P48551
1471,ENSG00000159166,LAD1,Secreted to extracellular matrix,No annotated function,O00515
1472,ENSG00000159167,STC1,Secreted in other tissues,Hormone,P52823
1473,ENSG00000159189,C1QC,Secreted to blood,Complement pathway,P02747
1474,ENSG00000159224,GIP,Secreted to blood,Hormone,P09681
1475,ENSG00000159307,SCUBE1,Secreted to blood,No annotated function,Q8IWY4
1476,ENSG00000159322,ADPGK,Intracellular and membrane,Enzyme,Q9BRR6
1477,ENSG00000159398,CES5A,Secreted in male reproductive system,Enzyme,Q6NT32
1478,ENSG00000159496,RGL4,Intracellular and membrane,Other,Q8IZJ4
1479,ENSG00000159527,PGLYRP3,Secreted in other tissues,Immunity,Q96LB9
1480,ENSG00000159579,RSPRY1,Secreted to blood,No annotated function,Q96DX4
1481,ENSG00000159640,ACE,Secreted to blood,Enzyme,P12821
1482,ENSG00000159648,TEPP,Secreted in male reproductive system,No annotated function,Q6URK8
1483,ENSG00000159674,SPON2,Secreted to blood,Immunity,Q9BUD6
1484,ENSG00000159723,AGRP,Secreted in brain,No annotated function,O00253
1485,ENSG00000159763,PIP,Secreted in other tissues,Other,P12273
1486,ENSG00000160097,FNDC5,Intracellular and membrane,Hormone,Q8NAU1
1487,ENSG00000160111,CPAMD8,Secreted to blood,Enzyme inhibitor,Q8IZJ3
1488,ENSG00000160161,CILP2,Secreted to extracellular matrix,No annotated function,Q8IUL8
1489,ENSG00000160180,TFF3,Secreted to blood,No annotated function,Q07654
1490,ENSG00000160181,TFF2,Secreted to digestive system,No annotated function,Q03403
1491,ENSG00000160182,TFF1,Secreted to digestive system,Growth factor,P04155
1492,ENSG00000160221,GATD3A,Intracellular and membrane,No annotated function,P0DPI2
1493,ENSG00000160323,ADAMTS13,Secreted to blood,Blood coagulation,Q76LX8
1494,ENSG00000160339,FCN2,Secreted to blood,Immunity,Q15485
1495,ENSG00000160349,LCN1,Secreted in other tissues,Transport,P31025
1496,ENSG00000160392,C19orf47,Intracellular and membrane,No annotated function,Q8N9M1
1497,ENSG00000160404,TOR2A,Secreted to blood,Hormone,Q5JU69
1498,ENSG00000160408,ST6GALNAC6,Intracellular and membrane,Enzyme,Q969X2
1499,ENSG00000160439,RDH13,Intracellular and membrane,Enzyme,Q8NBN7
1500,ENSG00000160712,IL6R,Secreted to blood,Receptor,P08887
1501,ENSG00000160862,AZGP1,Secreted to blood,No annotated function,P25311
1502,ENSG00000160867,FGFR4,Intracellular and membrane,Receptor,P22455
1503,ENSG00000160886,LY6K,Secreted in male reproductive system,No annotated function,Q17RY6
1504,ENSG00000160932,LY6E,Intracellular and membrane,No annotated function,Q16553
1505,ENSG00000160963,COL26A1,Secreted to extracellular matrix,No annotated function,Q96A83
1506,ENSG00000161013,MGAT4B,Intracellular and membrane,Enzyme,Q9UQ53
1507,ENSG00000161031,PGLYRP2,Secreted to blood,Immunity,Q96PD5
1508,ENSG00000161055,SCGB3A1,Secreted to blood,Cytokine,Q96QR1
1509,ENSG00000161249,DMKN,Secreted in other tissues,No annotated function,Q6E0U4
1510,ENSG00000161381,PLXDC1,Intracellular and membrane,No annotated function,Q8IUK5
1511,ENSG00000161610,HCRT,Secreted to blood,Neuropeptide,O43612
1512,ENSG00000161634,DCD,Secreted in other tissues,Enzyme,P81605
1513,ENSG00000161653,NAGS,Intracellular and membrane,Enzyme,Q8N159
1514,ENSG00000161671,EMC10,Secreted to blood,Developmental protein,Q5UCC4
1515,ENSG00000161921,CXCL16,Secreted to blood,Chemokine,Q9H2A7
1516,ENSG00000161955,TNFSF13,Secreted to blood,Cytokine,O75888
1517,ENSG00000161999,JMJD8,Intracellular and membrane,No annotated function,Q96S16
1518,ENSG00000162068,NTN3,Secreted in brain,No annotated function,O00634
1519,ENSG00000162078,ZG16B,Secreted to digestive system,No annotated function,Q96DA0
1520,ENSG00000162267,ITIH3,Secreted to blood,Enzyme inhibitor,Q06033
1521,ENSG00000162344,FGF19,Secreted to blood,Growth factor,O95750
1522,ENSG00000162368,CMPK1,Intracellular and membrane,Enzyme,P30085
1523,ENSG00000162430,SELENON,Intracellular and membrane,Enzyme,Q9NZV5
1524,ENSG00000162433,AK4,Intracellular and membrane,Enzyme,P27144
1525,ENSG00000162438,CTRC,Secreted to digestive system,Enzyme,Q99895
1526,ENSG00000162490,DRAXIN,Secreted in brain,Developmental protein,Q8NBI3
1527,ENSG00000162510,MATN1,Secreted to extracellular matrix,No annotated function,P21941
1528,ENSG00000162551,ALPL,Intracellular and membrane,Enzyme,P05186
1529,ENSG00000162552,WNT4,Secreted to extracellular matrix,Developmental protein,P56705
1530,ENSG00000162591,MEGF6,Secreted to blood,No annotated function,O75095
1531,ENSG00000162631,NTNG1,Intracellular and membrane,Developmental protein,Q9Y2I2
1532,ENSG00000162670,BRINP3,Secreted in other tissues,Other,Q76B58
1533,ENSG00000162694,EXTL2,Intracellular and membrane,Enzyme,Q9UBQ6
1534,ENSG00000162706,CADM3,Intracellular and membrane,Cell adhesion,Q8N126
1535,ENSG00000162711,NLRP3,Intracellular and membrane,Transcription,Q96P20
1536,ENSG00000162745,OLFML2B,Secreted - unknown location,No annotated function,Q68BL8
1537,ENSG00000162746,FCRLB,Intracellular and membrane,No annotated function,Q6BAA4
1538,ENSG00000162747,FCGR3B,Secreted to blood,Receptor,O75015
1539,ENSG00000162804,SNED1,Secreted to blood,No annotated function,Q8TER0
1540,ENSG00000162836,ACP6,Intracellular and membrane,Enzyme,Q9NPH0
1541,ENSG00000162877,PM20D1,Secreted to digestive system,Enzyme,Q6GTS8
1542,ENSG00000162878,PKDCC,Secreted to blood,Transport,Q504Y2
1543,ENSG00000162885,B3GALNT2,Intracellular and membrane,Enzyme,Q8NCR0
1544,ENSG00000162891,IL20,Secreted to blood,Interleukin,Q9NYY1
1545,ENSG00000162892,IL24,Secreted to blood,Interleukin,Q13007
1546,ENSG00000162894,FCMR,Secreted to blood,Immunity,O60667
1547,ENSG00000162896,PIGR,Secreted to digestive system,No annotated function,P01833
1548,ENSG00000162910,MRPL55,Intracellular and membrane,Other,Q7Z7F7
1549,ENSG00000162998,FRZB,Secreted in other tissues,Developmental protein,Q92765
1550,ENSG00000163083,INHBB,Secreted to blood,Hormone,P09529
1551,ENSG00000163131,CTSS,Intracellular and membrane,Enzyme,P25774
1552,ENSG00000163145,C1QTNF7,Secreted to blood,Complement pathway,Q9BXJ2
1553,ENSG00000163217,BMP10,Secreted to blood,Cytokine,O95393
1554,ENSG00000163218,PGLYRP4,Secreted in other tissues,Immunity,Q96LB8
1555,ENSG00000163220,S100A9,Secreted to blood,Immunity,P06702
1556,ENSG00000163221,S100A12,Secreted to blood,Immunity,P80511
1557,ENSG00000163235,TGFA,Secreted to blood,Growth factor,P01135
1558,ENSG00000163273,NPPC,Secreted to blood,Hormone,P23582
1559,ENSG00000163283,ALPP,Intracellular and membrane,Enzyme,P05187
1560,ENSG00000163286,ALPG,Intracellular and membrane,Enzyme,P10696
1561,ENSG00000163295,ALPI,Intracellular and membrane,Enzyme,P09923
1562,ENSG00000163297,ANTXR2,Intracellular and membrane,Receptor,P58335
1563,ENSG00000163359,COL6A3,Secreted to extracellular matrix,Cell adhesion,P12111
1564,ENSG00000163377,TAFA4,Secreted in brain,No annotated function,Q96LR4
1565,ENSG00000163378,EOGT,Intracellular and membrane,Enzyme,Q5NDL2
1566,ENSG00000163382,NAXE,Secreted to blood,Enzyme,Q8NCW5
1567,ENSG00000163389,POGLUT1,Intracellular and membrane,Developmental protein,Q8NBL1
1568,ENSG00000163421,PROK2,Secreted to blood,Neuropeptide,Q9HC23
1569,ENSG00000163430,FSTL1,Secreted to blood,Other,Q12841
1570,ENSG00000163453,IGFBP7,Secreted to blood,Cell adhesion,Q16270
1571,ENSG00000163501,IHH,Secreted in other tissues,Developmental protein,Q14623
1572,ENSG00000163515,RETNLB,Secreted to blood,Hormone,Q9BQ08
1573,ENSG00000163520,FBLN2,Secreted to extracellular matrix,No annotated function,P98095
1574,ENSG00000163521,GLB1L,Secreted - unknown location,Enzyme,Q6UWU2
1575,ENSG00000163536,SERPINI1,Secreted in brain,Enzyme inhibitor,Q99574
1576,ENSG00000163541,SUCLG1,Intracellular and membrane,Enzyme,P53597
1577,ENSG00000163599,CTLA4,Intracellular and membrane,Immunity,P16410
1578,ENSG00000163600,ICOS,Intracellular and membrane,No annotated function,Q9Y6W8
1579,ENSG00000163606,CD200R1,Intracellular and membrane,Receptor,Q8TD46
1580,ENSG00000163631,ALB,Secreted to blood,Transport,c("P02768", "Q8TES7")
1581,ENSG00000163638,ADAMTS9,Secreted to extracellular matrix,Transport,Q9P2N4
1582,ENSG00000163660,CCNL1,Intracellular and membrane,Transcription,Q9UK58
1583,ENSG00000163661,PTX3,Secreted to blood,No annotated function,P26022
1584,ENSG00000163687,DNASE1L3,Secreted to blood,Enzyme,Q13609
1585,ENSG00000163701,IL17RE,Intracellular and membrane,Receptor,Q8NFR9
1586,ENSG00000163702,IL17RC,Intracellular and membrane,Receptor,Q8NAC3
1587,ENSG00000163703,CRELD1,Intracellular and membrane,No annotated function,Q96HD1
1588,ENSG00000163704,PRRT3,Intracellular and membrane,No annotated function,Q5FWE3
1589,ENSG00000163710,PCOLCE2,Secreted to extracellular matrix,Other,Q9UKZ9
1590,ENSG00000163719,MTMR14,Intracellular and membrane,Enzyme,Q8NCE2
1591,ENSG00000163734,CXCL3,Secreted to blood,Chemokine,P19876
1592,ENSG00000163735,CXCL5,Secreted to blood,Chemokine,P42830
1593,ENSG00000163736,PPBP,Secreted to blood,Cytokine,P02775
1594,ENSG00000163737,PF4,Secreted to blood,Cytokine,P02776
1595,ENSG00000163739,CXCL1,Secreted to blood,Chemokine,P09341
1596,ENSG00000163751,CPA3,Secreted to blood,Enzyme,c("Q9UI42", "P15088")
1597,ENSG00000163794,UCN,Secreted to blood,Hormone,P55089
1598,ENSG00000163814,CDCP1,Intracellular and membrane,No annotated function,Q9H5V8
1599,ENSG00000163815,CLEC3B,Secreted to blood,No annotated function,P05452
1600,ENSG00000163898,LIPH,Secreted to blood,Enzyme,Q8WWY8
1601,ENSG00000163975,MELTF,Intracellular and membrane,Transport,P08582
1602,ENSG00000164022,AIMP1,Secreted to blood,Cytokine,Q12904
1603,ENSG00000164035,EMCN,Intracellular and membrane,No annotated function,Q9ULC0
1604,ENSG00000164047,CAMP,Secreted to blood,No annotated function,P49913
1605,ENSG00000164050,PLXNB1,Intracellular and membrane,Receptor,O43157
1606,ENSG00000164074,ABHD18,Intracellular and membrane,No annotated function,Q0P651
1607,ENSG00000164081,TEX264,Intracellular and membrane,No annotated function,Q9Y6I9
1608,ENSG00000164099,PRSS12,Secreted - unknown location,Enzyme,P56730
1609,ENSG00000164104,HMGB2,Secreted to blood,Transcription,P26583
1610,ENSG00000164105,SAP30,Intracellular and membrane,Transcription,O75446
1611,ENSG00000164106,SCRG1,Secreted in brain,No annotated function,O75711
1612,ENSG00000164136,IL15,Secreted to blood,Interleukin,P40933
1613,ENSG00000164161,HHIP,Secreted in other tissues,No annotated function,Q96QV1
1614,ENSG00000164176,EDIL3,Secreted to blood,Developmental protein,O43854
1615,ENSG00000164221,CCDC112,Intracellular and membrane,No annotated function,Q8NEF3
1616,ENSG00000164252,AGGF1,Secreted to blood,Developmental protein,Q8N302
1617,ENSG00000164265,SCGB3A2,Secreted in other tissues,No annotated function,Q96PL1
1618,ENSG00000164266,SPINK1,Secreted to digestive system,Enzyme inhibitor,P00995
1619,ENSG00000164283,ESM1,Secreted to blood,Developmental protein,Q9NQ30
1620,ENSG00000164291,ARSK,Secreted in other tissues,Enzyme,Q6UWY0
1621,ENSG00000164303,ENPP6,Intracellular and membrane,Enzyme,Q6UWR7
1622,ENSG00000164307,ERAP1,Secreted to blood,Immunity,Q9NZ08
1623,ENSG00000164308,ERAP2,Secreted to blood,Immunity,Q6P179
1624,ENSG00000164318,EGFLAM,Secreted - unknown location,No annotated function,Q63HQ2
1625,ENSG00000164326,CARTPT,Secreted to blood,Neuropeptide,Q16568
1626,ENSG00000164342,TLR3,Intracellular and membrane,Receptor,O15455
1627,ENSG00000164344,KLKB1,Secreted to blood,Blood coagulation,P03952
1628,ENSG00000164399,IL3,Secreted to blood,Interleukin,P08700
1629,ENSG00000164400,CSF2,Secreted to blood,Cytokine,P04141
1630,ENSG00000164404,GDF9,Secreted in female reproductive system,Cytokine,O60383
1631,ENSG00000164406,LEAP2,Secreted to blood,Defense,Q969E1
1632,ENSG00000164418,GRIK2,Intracellular and membrane,Receptor,Q13002
1633,ENSG00000164451,CALHM4,Intracellular and membrane,Transport,Q5JW98
1634,ENSG00000164485,IL22RA2,Secreted to blood,Receptor,Q969J5
1635,ENSG00000164520,RAET1E,Intracellular and membrane,Immunity,Q8TD07
1636,ENSG00000164530,PI16,Secreted to blood,Enzyme inhibitor,Q6UXB8
1637,ENSG00000164574,GALNT10,Intracellular and membrane,Enzyme,Q86SR1
1638,ENSG00000164619,BMPER,Secreted to extracellular matrix,No annotated function,Q8N8U9
1639,ENSG00000164687,FABP5,Intracellular and membrane,Transport,Q01469
1640,ENSG00000164690,SHH,Intracellular and membrane,Developmental protein,Q15465
1641,ENSG00000164692,COL1A2,Secreted to extracellular matrix,No annotated function,P08123
1642,ENSG00000164694,FNDC1,Secreted to extracellular matrix,No annotated function,Q4ZHG4
1643,ENSG00000164733,CTSB,Secreted to blood,Enzyme,P07858
1644,ENSG00000164761,TNFRSF11B,Secreted in other tissues,Receptor,O00300
1645,ENSG00000164764,SBSPON,Secreted to extracellular matrix,No annotated function,Q8IVN8
1646,ENSG00000164816,DEFA5,Secreted to digestive system,Defense,Q01523
1647,ENSG00000164821,DEFA4,Secreted to blood,Defense,P12838
1648,ENSG00000164822,DEFA6,Secreted to digestive system,Defense,Q01524
1649,ENSG00000164825,DEFB1,Secreted in other tissues,Defense,P60022
1650,ENSG00000164871,SPAG11B,Secreted in male reproductive system,Defense,Q08648
1651,ENSG00000164932,CTHRC1,Secreted in other tissues,No annotated function,Q96CG8
1652,ENSG00000164946,FREM1,Secreted to extracellular matrix,Developmental protein,Q5H8C1
1653,ENSG00000165072,MAMDC2,Secreted in other tissues,No annotated function,Q7Z304
1654,ENSG00000165076,PRSS37,Secreted in male reproductive system,Other,A4D1T9
1655,ENSG00000165078,CPA6,Secreted to extracellular matrix,Enzyme,Q8N4T0
1656,ENSG00000165124,SVEP1,Intracellular and membrane,Cell adhesion,Q4LDE5
1657,ENSG00000165131,LLCFC1,Secreted in male reproductive system,No annotated function,Q96L11
1658,ENSG00000165197,VEGFD,Secreted to blood,Growth factor,O43915
1659,ENSG00000165246,NLGN4Y,Intracellular and membrane,Cell adhesion,Q8NFZ3
1660,ENSG00000165283,STOML2,Intracellular and membrane,No annotated function,Q9UJZ1
1661,ENSG00000165379,LRFN5,Intracellular and membrane,No annotated function,Q96NI6
1662,ENSG00000165409,TSHR,Intracellular and membrane,Receptor,P16473
1663,ENSG00000165457,FOLR2,Secreted to blood,Receptor,P14207
1664,ENSG00000165471,MBL2,Secreted to blood,Complement pathway,P11226
1665,ENSG00000165490,DDIAS,Intracellular and membrane,Other,Q8IXT1
1666,ENSG00000165507,DEPP1,Intracellular and membrane,Other,Q9NTK1
1667,ENSG00000165623,UCMA,Secreted to extracellular matrix,No annotated function,Q8WVF2
1668,ENSG00000165633,VSTM4,Secreted - unknown location,No annotated function,Q8IW00
1669,ENSG00000165650,PDZD8,Intracellular and membrane,Transport,Q8NEN9
1670,ENSG00000165661,QSOX2,Intracellular and membrane,Enzyme,Q6ZRP7
1671,ENSG00000165675,ENOX2,Intracellular and membrane,Transport,Q16206
1672,ENSG00000165730,STOX1,Intracellular and membrane,Transcription,Q6ZVD7
1673,ENSG00000165792,METTL17,Intracellular and membrane,Enzyme,Q9H7H0
1674,ENSG00000165799,RNASE7,Secreted in other tissues,Enzyme,Q9H1E1
1675,ENSG00000165816,VWA2,Secreted to extracellular matrix,No annotated function,Q5GFL6
1676,ENSG00000165828,PRAP1,Secreted to digestive system,No annotated function,Q96NZ9
1677,ENSG00000165841,CYP2C19,Intracellular and membrane,Enzyme,P33261
1678,ENSG00000165899,OTOGL,Secreted in other tissues,No annotated function,Q3ZCN5
1679,ENSG00000165905,LARGE2,Intracellular and membrane,Enzyme,Q8N3Y3
1680,ENSG00000165953,SERPINA12,Secreted in other tissues,Enzyme inhibitor,Q8IW75
1681,ENSG00000165973,NELL1,Secreted in other tissues,Other,Q92832
1682,ENSG00000165985,C1QL3,Secreted in brain,Complement pathway,Q5VWW1
1683,ENSG00000166033,HTRA1,Secreted to blood,Enzyme,Q92743
1684,ENSG00000166035,LIPC,Secreted to blood,Enzyme,P11150
1685,ENSG00000166037,CEP57,Intracellular and membrane,No annotated function,Q86XR8
1686,ENSG00000166086,JAM3,Secreted to blood,Cell adhesion,Q9BX67
1687,ENSG00000166090,IL25,Secreted to blood,Interleukin,Q9H293
1688,ENSG00000166106,ADAMTS15,Secreted to extracellular matrix,Enzyme,Q8TE58
1689,ENSG00000166126,AMN,Secreted in other tissues,NULL,Q9BXJ7
1690,ENSG00000166145,SPINT1,Secreted to blood,Enzyme inhibitor,O43278
1691,ENSG00000166147,FBN1,Secreted to blood,Hormone,P35555
1692,ENSG00000166169,POLL,Intracellular and membrane,Enzyme,Q9UGP5
1693,ENSG00000166268,MYRFL,Intracellular and membrane,Other,Q96LU7
1694,ENSG00000166278,C2,Secreted to blood,Complement pathway,P06681
1695,ENSG00000166311,SMPD1,Secreted to blood,Enzyme,P17405
1696,ENSG00000166340,TPP1,Intracellular and membrane,Enzyme,O14773
1697,ENSG00000166342,NETO1,Secreted in brain,Receptor,Q8TDF5
1698,ENSG00000166402,TUB,Intracellular and membrane,Other,P50607
1699,ENSG00000166405,RIC3,Intracellular and membrane,No annotated function,Q7Z5B4
1700,ENSG00000166454,ATMIN,Intracellular and membrane,Transcription,O43313
1701,ENSG00000166479,TMX3,Intracellular and membrane,Enzyme,Q96JJ7
1702,ENSG00000166482,MFAP4,Secreted to extracellular matrix,Cell adhesion,P55083
1703,ENSG00000166509,CLEC3A,Secreted to extracellular matrix,No annotated function,O75596
1704,ENSG00000166535,A2ML1,Secreted in other tissues,Enzyme inhibitor,A8K2U0
1705,ENSG00000166598,HSP90B1,Intracellular and membrane,Other,P14625
1706,ENSG00000166670,MMP10,Secreted to extracellular matrix,Enzyme,P09238
1707,ENSG00000166710,B2M,Secreted to blood,Immunity,P61769
1708,ENSG00000166794,PPIB,Secreted to blood,Enzyme,P23284
1709,ENSG00000166797,CIAO2A,Intracellular and membrane,Other,Q9H5X1
1710,ENSG00000166839,ANKDD1A,Secreted - unknown location,No annotated function,Q495B1
1711,ENSG00000166845,C18orf54,Secreted in male reproductive system,No annotated function,Q8IYD9
1712,ENSG00000166855,CLPX,Intracellular and membrane,Other,O76031
1713,ENSG00000166863,TAC3,Secreted in female reproductive system,Neuropeptide,Q9UHF0
1714,ENSG00000166922,SCG5,Secreted to blood,Neuropeptide,P05408
1715,ENSG00000166923,GREM1,Secreted to blood,Cytokine,O60565
1716,ENSG00000166997,CNPY4,Intracellular and membrane,No annotated function,Q8N129
1717,ENSG00000167004,PDIA3,Intracellular and membrane,Enzyme,P30101
1718,ENSG00000167077,MEI1,Intracellular and membrane,Other,Q5TIA1
1719,ENSG00000167085,PHB,Intracellular and membrane,Other,P35232
1720,ENSG00000167104,BPIFB6,Secreted in other tissues,No annotated function,Q8NFQ5
1721,ENSG00000167123,CERCAM,Intracellular and membrane,Cell adhesion,Q5T4B2
1722,ENSG00000167136,ENDOG,Intracellular and membrane,Enzyme,Q14249
1723,ENSG00000167244,IGF2,Secreted to blood,Hormone,P01344
1724,ENSG00000167311,ART5,Secreted in other tissues,Enzyme,Q96L15
1725,ENSG00000167346,MMP26,Secreted to extracellular matrix,Enzyme,Q9NRE1
1726,ENSG00000167397,VKORC1,Intracellular and membrane,Enzyme,Q9BQB6
1727,ENSG00000167419,LPO,Secreted to digestive system,Enzyme,P22079
1728,ENSG00000167468,GPX4,Intracellular and membrane,Developmental protein,P36969
1729,ENSG00000167531,LALBA,Secreted in female reproductive system,Other,P00709
1730,ENSG00000167536,DHRS13,Secreted - unknown location,Enzyme,Q6UX07
1731,ENSG00000167618,LAIR2,Secreted to blood,Receptor,Q6ISS4
1732,ENSG00000167702,KIFC2,Intracellular and membrane,Other,Q96AC6
1733,ENSG00000167711,SERPINF2,Secreted to blood,Acute phase,P08697
1734,ENSG00000167716,WDR81,Intracellular and membrane,No annotated function,Q562E7
1735,ENSG00000167733,HSD11B1L,Secreted in brain,Enzyme,Q7Z5J1
